3.816504613496363163e-05 4.024267764179967344e-05 9.998828172683715820e-01 3.876003029290586710e-05
1.802299357950687408e-02 1.771230101585388184e-01 5.104908347129821777e-01 2.943631410598754883e-01
1.125184968113899231e-01 1.919525712728500366e-01 5.813155770301818848e-01 1.142133325338363647e-01
2.175872400403022766e-02 1.157390326261520386e-01 5.520892888307571411e-02 8.072932958602905273e-01
3.157087862491607666e-01 4.348921179771423340e-01 6.229287385940551758e-02 1.871062368154525757e-01
5.390197038650512695e-03 1.410343497991561890e-01 4.470514655113220215e-01 4.065239429473876953e-01
8.667217195034027100e-02 5.012537240982055664e-01 2.094358801841735840e-01 2.026381939649581909e-01
3.547497093677520752e-03 1.047846674919128418e-01 4.219677299261093140e-02 8.494710922241210938e-01
7.079754723235964775e-04 9.954772591590881348e-01 7.949206046760082245e-04 3.019803902134299278e-03
4.768711980432271957e-03 9.556311964988708496e-01 1.882830820977687836e-02 2.077185548841953278e-02
1.422070413827896118e-01 7.238842248916625977e-01 5.654312670230865479e-02 7.736556977033615112e-02
5.232822299003601074e-01 9.015424549579620361e-02 1.626608073711395264e-01 2.239027321338653564e-01
8.566099405288696289e-01 5.216441676020622253e-02 2.472299151122570038e-02 6.650263816118240356e-02
2.706803977489471436e-01 5.925206094980239868e-02 3.852478861808776855e-01 2.848196327686309814e-01
1.338645368814468384e-01 3.231919705867767334e-01 4.440802708268165588e-02 4.985355138778686523e-01
1.923379674553871155e-02 1.692569628357887268e-02 8.262420892715454102e-01 1.375984102487564087e-01
3.795992350205779076e-03 5.802272632718086243e-02 5.074365139007568359e-01 4.307447969913482666e-01
1.088921725749969482e-01 1.837931126356124878e-01 2.561952173709869385e-01 4.511195719242095947e-01
1.934500061906874180e-03 1.083115115761756897e-01 5.635964274406433105e-01 3.261576294898986816e-01
1.579180546104907990e-02 1.020049080252647400e-01 5.262635350227355957e-01 3.559397757053375244e-01
1.019762530922889709e-01 1.535162031650543213e-01 5.697523355484008789e-01 1.747552752494812012e-01
3.621050855144858360e-03 1.397980935871601105e-02 2.474496960639953613e-01 7.349494099617004395e-01
1.600011996924877167e-02 6.574427243322134018e-03 6.974716186523437500e-01 2.799538373947143555e-01
6.233314983546733856e-03 9.920916557312011719e-01 1.414461876265704632e-03 2.605766349006444216e-04
2.015008181333541870e-01 7.392864823341369629e-01 2.999449148774147034e-02 2.921825833618640900e-02
1.590317115187644958e-04 2.322002798318862915e-01 6.538442373275756836e-01 1.137964576482772827e-01
9.821468032896518707e-03 6.583002209663391113e-01 1.034799665212631226e-01 2.283983826637268066e-01
3.966724574565887451e-01 3.432302474975585938e-01 5.711473152041435242e-02 2.029825150966644287e-01
