3.534421557560563087e-03 9.629578590393066406e-01 7.029569242149591446e-03 2.647819742560386658e-02
9.679442644119262695e-02 3.542363047599792480e-01 1.137491613626480103e-01 4.352200925350189209e-01
8.791679143905639648e-02 4.762222766876220703e-01 2.532288432121276855e-01 1.826320439577102661e-01
1.765362024307250977e-01 1.780082732439041138e-01 1.551489830017089844e-01 4.903065562248229980e-01
9.255871176719665527e-01 1.957308873534202576e-02 4.511936102062463760e-03 5.032791197299957275e-02
1.635192311368882656e-03 9.197949171066284180e-01 6.891057826578617096e-03 7.167886942625045776e-02
4.788867384195327759e-02 7.167332172393798828e-01 5.063208565115928650e-02 1.847459673881530762e-01
3.689610585570335388e-02 4.554074108600616455e-01 7.744869589805603027e-02 4.302477538585662842e-01
1.541788660688325763e-04 1.326877856627106667e-03 9.957993626594543457e-01 2.719646552577614784e-03
2.847937867045402527e-03 9.621480703353881836e-01 2.622088417410850525e-03 3.238194063305854797e-02
1.499282778240740299e-03 1.147885248064994812e-02 9.719690680503845215e-01 1.505280099809169769e-02
9.973390698432922363e-01 1.237361429957672954e-04 9.645783575251698494e-04 1.572560053318738937e-03
9.834821224212646484e-01 4.747329745441675186e-03 2.285612514242529869e-03 9.484936483204364777e-03
9.711867570877075195e-01 9.023692458868026733e-03 3.525241278111934662e-03 1.626434735953807831e-02
9.282803535461425781e-01 1.780054345726966858e-02 2.841017767786979675e-02 2.550898306071758270e-02
5.117856860160827637e-01 2.502208054065704346e-01 2.775767818093299866e-02 2.102358490228652954e-01
3.605066239833831787e-02 8.363544940948486328e-02 3.703549206256866455e-01 5.099589228630065918e-01
9.817968606948852539e-01 1.448857598006725311e-02 6.688334979116916656e-04 3.045705147087574005e-03
1.969987004995346069e-01 9.195815026760101318e-02 1.324228495359420776e-01 5.786203145980834961e-01
2.845179103314876556e-02 9.741329401731491089e-02 3.048138320446014404e-01 5.693210959434509277e-01
4.299355670809745789e-02 1.103952527046203613e-01 4.749083518981933594e-01 3.717028200626373291e-01
1.098711136728525162e-02 2.826157808303833008e-01 3.353612422943115234e-01 3.710358440876007080e-01
3.189773112535476685e-02 6.951137781143188477e-01 7.162849605083465576e-02 2.013600021600723267e-01
3.670931607484817505e-02 1.536475494503974915e-02 7.949449419975280762e-01 1.529810726642608643e-01
7.782578002661466599e-03 4.312513396143913269e-02 7.156381607055664062e-01 2.334541827440261841e-01
8.767327666282653809e-02 1.118284538388252258e-01 2.692775428295135498e-01 5.312207341194152832e-01
6.543519441038370132e-03 6.582936737686395645e-03 9.784406423568725586e-01 8.432882837951183319e-03
7.260436415672302246e-01 5.440621171146631241e-04 1.936925388872623444e-02 2.540430128574371338e-01
