4.237670898437500000e-01 2.670178562402725220e-02 5.007393360137939453e-01 4.879183322191238403e-02
1.983339190483093262e-01 8.259138464927673340e-02 6.050390601158142090e-01 1.140356212854385376e-01
1.597429215908050537e-01 7.791529893875122070e-01 1.344013214111328125e-02 4.766398295760154724e-02
2.402799129486083984e-01 1.735664904117584229e-01 1.462302953004837036e-01 4.399233460426330566e-01
8.617045879364013672e-01 8.581062406301498413e-02 3.927841782569885254e-02 1.320638973265886307e-02
4.237437993288040161e-02 2.113660573959350586e-01 2.213219404220581055e-01 5.249376893043518066e-01
1.742049935273826122e-03 2.986004576086997986e-03 9.881921410560607910e-01 7.079705595970153809e-03
8.867440372705459595e-02 1.281281560659408569e-01 4.995437264442443848e-01 2.836537361145019531e-01
9.579189866781234741e-02 7.743491530418395996e-01 3.878824040293693542e-02 9.107073396444320679e-02
1.571501418948173523e-02 4.546674340963363647e-02 8.659797310829162598e-01 7.283852994441986084e-02
2.182579971849918365e-02 4.588361456990242004e-02 8.356768488883972168e-01 9.661366790533065796e-02
3.377855718135833740e-01 5.134853124618530273e-01 6.949898600578308105e-02 7.923013716936111450e-02
6.009193658828735352e-01 3.751098215579986572e-01 3.387845586985349655e-03 2.058296464383602142e-02
9.537865519523620605e-01 3.262094035744667053e-02 7.671026512980461121e-03 5.921548232436180115e-03
9.198042154312133789e-01 5.780592560768127441e-02 4.829048993997275829e-04 2.190691977739334106e-02
2.398255914449691772e-01 5.125774741172790527e-01 5.695468187332153320e-02 1.906422227621078491e-01
1.427180692553520203e-02 1.694452762603759766e-01 1.534615755081176758e-01 6.628213524818420410e-01
9.999034404754638672e-01 8.200209776987321675e-06 3.382956492714583874e-05 5.447143485071137547e-05
1.244131922721862793e-01 6.489395350217819214e-02 2.518101632595062256e-01 5.588827133178710938e-01
5.096682161092758179e-02 2.368136495351791382e-01 3.023067712783813477e-01 4.099127650260925293e-01
4.078894481062889099e-02 7.311220765113830566e-01 6.312575936317443848e-02 1.649633049964904785e-01
1.286618560552597046e-01 1.732969880104064941e-01 1.966251581907272339e-01 5.014159679412841797e-01
6.130886729806661606e-03 4.704247694462537766e-03 9.713150262832641602e-01 1.784983091056346893e-02
3.271320369094610214e-03 2.193124778568744659e-02 9.172244071960449219e-01 5.757297575473785400e-02
9.837461635470390320e-03 9.868631362915039062e-01 8.405624539591372013e-04 2.458816627040505409e-03
3.885956704616546631e-01 1.496127843856811523e-01 2.243959158658981323e-01 2.373956441879272461e-01
1.632664501667022705e-01 3.352406620979309082e-01 1.163425073027610779e-01 3.851503729820251465e-01
7.494935393333435059e-01 1.726692318916320801e-01 6.333508342504501343e-02 1.450217049568891525e-02
