3.393527865409851074e-02 2.243842184543609619e-01 5.858461260795593262e-01 1.558344066143035889e-01
6.573101878166198730e-02 1.336558014154434204e-01 4.167782664299011230e-01 3.838348984718322754e-01
1.134873740375041962e-02 9.911379218101501465e-02 2.038162946701049805e-01 6.857212185859680176e-01
6.463717669248580933e-03 1.416287273168563843e-01 2.148663848638534546e-01 6.370411515235900879e-01
1.799716800451278687e-01 4.037989377975463867e-01 1.243956461548805237e-01 2.918338179588317871e-01
2.339910250157117844e-03 8.435373902320861816e-01 1.701119914650917053e-02 1.371115893125534058e-01
1.400837302207946777e-01 1.850648671388626099e-01 5.604884624481201172e-01 1.143629178404808044e-01
1.313553303480148315e-01 1.567959189414978027e-01 6.280062794685363770e-01 8.384253084659576416e-02
9.834378957748413086e-02 3.092981278896331787e-01 5.481405928730964661e-02 5.375440120697021484e-01
7.831654511392116547e-03 4.604777693748474121e-02 6.447143554687500000e-01 3.014062941074371338e-01
1.708989962935447693e-02 1.395238637924194336e-01 5.434868931770324707e-01 2.998993396759033203e-01
7.717016935348510742e-01 8.691657334566116333e-02 7.962254434823989868e-02 6.175921857357025146e-02
9.709629416465759277e-01 1.638696901500225067e-02 5.114009603857994080e-03 7.536049932241439819e-03
9.934053421020507812e-01 1.364819589070975780e-03 3.443229012191295624e-03 1.786589389666914940e-03
8.351932764053344727e-01 1.541623100638389587e-02 1.425611134618520737e-02 1.351344138383865356e-01
3.947963938117027283e-03 5.879724025726318359e-01 4.028061777353286743e-02 3.677990436553955078e-01
8.092344552278518677e-02 3.758405745029449463e-01 2.257825136184692383e-01 3.174535036087036133e-01
9.998279809951782227e-01 1.638415596971753985e-05 3.578375617507845163e-05 1.198579921037890017e-04
1.250894274562597275e-02 2.072143107652664185e-01 1.603847593069076538e-01 6.198919415473937988e-01
1.756204478442668915e-02 1.256405413150787354e-01 2.057641744613647461e-01 6.510332226753234863e-01
1.383898220956325531e-02 6.649610400199890137e-02 8.420751690864562988e-01 7.758977264165878296e-02
8.206883817911148071e-02 9.949064999818801880e-02 4.534058272838592529e-01 3.650347292423248291e-01
2.165034599602222443e-02 2.861722409725189209e-01 4.338489472866058350e-01 2.583284378051757812e-01
6.314662285149097443e-03 1.985276490449905396e-01 6.546667963266372681e-02 7.296910285949707031e-01
4.332905262708663940e-02 4.592355489730834961e-01 4.157153666019439697e-01 8.172006160020828247e-02
1.214078906923532486e-02 2.132334411144256592e-01 1.065816059708595276e-01 6.680441498756408691e-01
4.638388007879257202e-02 5.623981952667236328e-01 1.066057011485099792e-01 2.846122086048126221e-01
9.913576841354370117e-01 4.664013627916574478e-03 2.219841349869966507e-03 1.758364844135940075e-03
